prompt_short,n,band_mean,band_std,word_count_mean,prompt_overlap_mean
In recent years some countries have experienced very rapid economic development. This has resulted in much higher standa,1,9.0,,301.0,0.36363636363636365
In recent years tourists have paid attention to preserving both the culture and environment of the places they visit. Ho,1,7.5,,281.0,0.4
"In many nations, people in huge cities either live alone or in small family units, instead of in large, extended family ",1,7.0,,280.0,0.7777777777777778
"In many parts of the world, children and teenagers are committing more crimes. Why is this case happening? How should ch",1,6.5,,315.0,0.5
"In many parts of the world, some famous people are considered as 'role models' and they are having an increasing influen",1,3.0,,232.0,0.35714285714285715
"In many parts of the world, traditional methods of production are being replaced by robotic systems and computerized pro",1,5.5,,247.0,0.5294117647058824
In many places women are taking jobs which are traditionally done by men. What do you think made these changes happen? W,1,5.5,,286.0,0.3333333333333333
In many workplaces online communication has overtaken face to face meetings. Do the advantages of this development outwe,1,9.0,,264.0,0.8181818181818182
"In many workplaces, online communication is becoming more common than face to face interaction. Do the advantages of thi",1,9.0,,292.0,0.6666666666666666
"In modern society , there has been a major concern that many couple have delayed parenthood. Some explanations for this ",1,8.0,,270.0,0.3157894736842105
Some people think the qualities a person needs to become successful in today’s world cannot be learned at a university o,1,7.0,,312.0,0.4444444444444444
Some people think the range of technology currently available is increasing the gap between rich people and poor people.,1,6.0,,390.0,0.5
"Some people think the technology makes life complex, so we should make life simpler without using the technology. To wha",1,7.5,,290.0,0.38461538461538464
Some people think too much attention and too many resources are given to the protection of wild animals and birds. To wh,1,7.5,,272.0,0.6428571428571429
Some people think visual images (like photographs and video) can tell information more accurately in a news story. Other,1,7.5,,380.0,0.6842105263157895
"Some people think watching TV is bad for children in every way. Other think TV has positive effects on children, as they",1,6.0,,293.0,0.46153846153846156
"Some people think watching TV is bad to children in every way. Others think TV has positive effect on children, as they ",1,5.5,,226.0,0.14285714285714285
"Some people think watching TV. is bad for children, while others think that watching TV has more beneficial effects on c",1,7.0,,339.0,0.2727272727272727
"In many countries, the papulation of some countries includes a relatively large number of young adults, compared with th",1,7.5,,256.0,0.625
"In many countries, the quality of life in large cities is becoming worse/ What do you think are the causes of this probl",1,7.5,,257.0,0.4
"In many countries, the quality of life in urban areas is deteriorating due to various environmental problems. Some peopl",1,5.0,,292.0,0.3939393939393939
"In many countries, traditional food is being replaced by international fast food. This has negative effects on families,",1,5.0,,282.0,0.3333333333333333
"In many countries, women are allowed to take maternity leave from their jobs during the first year after the birth of th",1,3.0,,237.0,0.6666666666666666
"In many countries, young people leave their parents' home in their early twenties and go on to live on their own, while ",1,8.0,,337.0,0.7727272727272727
"In many countries,people are now living longer than ever before. some people say ageing population create problems for g",1,4.0,,254.0,0.45
"In many developing countries, there is a problem with declining quality of air and water from both the industry and cons",1,7.5,,264.0,0.8461538461538461
"In many countries, the government prioritises economic growth above all other concerns. Discuss the advantages and disad",1,7.5,,276.0,0.8
"In many countries, the governments likes to spend more money on the arts. Some people agree with this. However, others t",1,3.0,,387.0,0.8421052631578947
"In many countries, the number of animals and plants is declining Why do you think it is happening? How to solve this iss",1,8.0,,295.0,0.4
"In many countries, the number of elderly people is increasing steadily. Some believe that this trend has negative effect",1,5.0,,256.0,0.34615384615384615
"In many countries, the number of people choosing to live by themselves is increasing rapidly in recent years. What are s",1,5.0,,315.0,0.30434782608695654
"In many countries, the number of people choosing to live by themselves is increasing rapidly. Discuss the advantages and",1,5.0,,250.0,0.5
"In many countries, the number of people suffering from stress is increasing. What are the causes of this problem and wha",1,8.0,,320.0,0.8461538461538461
"In many countries, the number of people suffering from stress is increasing. What do you think are the causes of this pr",1,4.0,,284.0,0.5714285714285714
"Some people think the primary purpose of schools is to turn children into good citizens and workers, rather than to bene",1,6.5,,277.0,0.47058823529411764
"In many countries, people wear more western-style clothes (suits and jeans) than their traditional clothes. What is the ",1,8.0,,296.0,0.7142857142857143
"In many countries, primary and secondary schools close for two months or more in the summer holidays. What is the value ",1,6.5,,251.0,0.8666666666666667
"In many countries, schoolchildren are required to wear school uniforms. Do you think this should this be enforced in all",1,8.0,,282.0,0.8
"In many countries, the age at which people can legally retire and receive a pension has risen. Some argue that this is a",1,5.0,,262.0,0.5789473684210527
"In many countries, the amount of crime is increasing. What do you think are the main reasons for this increase? What can",1,5.5,,250.0,0.3684210526315789
"In many countries, the amount of waste produced by individuals is increasing rapidly. This has led to serious environmen",1,5.5,,433.0,0.08695652173913043
"In many countries, the costs of living are rising. What are the effects of this on individuals and society? Suggest solu",1,7.0,,296.0,0.9090909090909091
"In many countries, people do not recycle their rubbish as much as they could. Why do you think this is? What can be done",1,8.0,,259.0,0.6
"In many countries, people like to eat a wider range of food that cannot be grown in their local place. Therefore, much o",1,7.0,,315.0,0.5714285714285714
Some say that today's life is‏ better than it will be in the future; othehrs disagree and say that in the future life wi,1,4.0,,260.0,0.4444444444444444
"Some school children make little, or no progress at school. They fail examinations and leave school with few job opportu",1,5.5,,335.0,0.5
Some school leavers travel or work for a period of time instead of going directly to the university.What are the advanta,1,4.0,,274.0,0.4166666666666667
Some school leavers travel or work for a period of time instead of going directly to university. what are the advantages,1,7.0,,320.0,0.5833333333333334
Some school leavers travel or work for a period time instead of going directly to university.What are the advantages and,1,4.0,,375.0,0.5384615384615384
Some school levers travel or work for a period of time instead of going to university. What are it’s advantages and disa,1,3.5,,345.0,0.45454545454545453
"In many countries, people are deciding to have children at a later age than in the past. Why? Advantages outweigh disadv",1,6.0,,374.0,0.7
"In many countries, people are living increasingly longer lives, and the average age of the population is on the rise. Di",1,5.0,,275.0,0.20833333333333334
"In many countries, people are now living longer than ever before, while birth rates are declining. What consequences do ",1,4.5,,256.0,0.24
"In many countries, people are now using electric vehicles instead of petrol or diesel cars. Do the advantages of this de",1,7.5,,314.0,0.7857142857142857
"In many countries, people are spending more hours at their workplace. Why is that? Is that anegative and positive develo",1,7.0,,304.0,0.4444444444444444
"In many countries, people are working longer hours than before. Why is this happening? What problems can this cause for ",1,6.5,,301.0,0.6363636363636364
"In many countries, people decide to have children at a later age than in the past. Why? Do advantages of this developmen",1,6.5,,293.0,0.45454545454545453
"In many countries, people decide to have children at a later age than in the past. Why? Do the advantages of this develo",1,6.0,,259.0,0.2631578947368421
"In many countries, family members work together in their family business. Do you think family businesses have more advan",1,3.0,,239.0,0.36363636363636365
"In many countries, government likes to spend more money on the arts. Some people agree with this. However, other think t",1,7.5,,305.0,0.5294117647058824
"In many countries, large infrastructure projects are increasingly funded and managed by private companies rather than go",1,7.5,,322.0,0.5294117647058824
"In many countries, more and more people are leaving school and unable to find jobs after graduation. What problems do yo",1,6.0,,319.0,0.45
"In many countries, paying for things using mobile phone (cell phone) apps is becoming increasingly common. Does this dev",1,7.5,,288.0,0.7333333333333333
"In many countries, people are choosing to get married later in life. What are the advantages and disadvantages of this a",1,3.0,,235.0,0.45454545454545453
"In many countries, people are choosing to have fewer children than in the past. What are the reasons for this trend, and",1,8.0,,295.0,0.9090909090909091
"In many countries, people are choosing to live healthier lifestyles by engaging in sports and physical activities. Howev",1,5.0,,250.0,0.25925925925925924
Some people think watching television every day is bad for children. Others think it is good for children to get knowled,1,6.5,,278.0,0.3684210526315789
Some people think watching television is bad for children in every way. Others believe it is good for developing childre,1,5.5,,251.0,0.4666666666666667
"Some people think young people are not suitable for important positions in the government, while other people think this",1,8.0,,469.0,0.42857142857142855
Some people use social media platfrom to keep in touch with other people and news Do you think adventages outweighs it d,1,6.0,,297.0,0.7272727272727273
Some people use social media to keep in touch with Other people and news events. Do you think advantages of this technol,1,6.5,,272.0,0.3333333333333333
Some people use social media to keep in touch with other people and news events. Do you think the advantages of this tec,1,6.0,,305.0,0.8333333333333334
"Some people use the Internet to search for solutions to their medical problems, is this a positive or negative developme",1,8.0,,406.0,1.0
"Some people who have been in prison become good citizens later, and it is often argued that these are the best people to",1,7.5,,286.0,0.5294117647058824
Studying business or science related subjects at university level is more important that arts related courses like liter,1,8.0,,259.0,0.7857142857142857
Successful companies use advertisements to make more sales. What can make an advertisement effective? Do you think adver,1,7.5,,323.0,0.5454545454545454
Successful sports professionals can earn a great deal more money than people in the other important professions. Some pe,1,7.5,,366.0,0.47368421052631576
"Surveillance cameras in banks, officers, shops and streets have been very successful in reducing crime the workplace and",1,6.5,,272.0,0.8
TASK 2: Advertisements are becoming more and more common in everyday life. Is it a positive or negative development,1,7.0,,251.0,0.2222222222222222
THE INCREASE in the production of consumer goods results in damage to the natural environment. what is the cause of this,1,2.5,,217.0,0.6666666666666666
TSome people believe that one of the best ways to solve environmental problem is to increase the cost of fuel for cars a,1,7.5,,311.0,0.5
"Task 2 Some people think that governments should change the way individuals live, while others believe they should choos",1,3.5,,212.0,0.5333333333333333
"Students are becoming more and more reliant on the Internet.While the Internet is convenient,it has many negative effect",1,7.5,,271.0,0.5384615384615384
Students having part-time jobs Advantages & Disadvantages Essay,1,6.5,,276.0,1.0
Students having part-time jobs write advantage and disadvantage essay,1,5.5,,255.0,0.75
"Students learn far more with their teachers than other sources (internet or television), To what extent do you agree or ",1,8.0,,317.0,0.6666666666666666
Students perform better in school when they are rewarded rather than punished. To what extent do you agree?,1,5.5,,310.0,0.3333333333333333
"Students should be taught academic knowledge so that they can pass exams, and skills such as cooking or dressing should ",1,7.0,,279.0,0.8333333333333334
"Students should pay the full cost for their own study, because university eduation benefits individuals rather than soci",1,8.0,,278.0,0.6153846153846154
Studies show that criminals get a low level of education. Some people believe that the best way to reduce crime is educa,1,6.5,,376.0,0.625
"Some think that young people should be free to choose any career they like, while others say that they should think more",1,8.0,,332.0,0.42857142857142855
Some universities offer online courses as an alternaive to classes delivered on campus. Do you think this is a positive ,1,6.5,,297.0,0.5833333333333334
Some universities offer online courses as an alternaive to classes delivered on campus. Do you think this is a ppositive,1,6.5,,295.0,0.3333333333333333
"Somepeople are ofthe opinion that ther should be a car free day once every month,there will be only public transport for",1,5.5,,498.0,0.5
Space travel has been possible for some time and some people believe that space tourism could be developed in the future,1,8.0,,349.0,0.5
Spoken communication is more powerful than written communication. To what extent do you agree or disagree?,1,7.0,,265.0,0.5714285714285714
Student generally prefer to choose the period they are supposed to study and the period they are free to have fun. They ,1,8.0,,270.0,0.46153846153846156
Students are becoming more and more reliant on technology. What are some of the problems associated with reliance on com,1,8.0,,358.0,0.8
Some scientists think that there are intelligent life forms on other planets and messages should be sent to contact them,1,7.5,,332.0,0.29411764705882354
"Some students prefer to live with their parents while pursuing university education. However, others stay away from thei",1,7.5,,312.0,0.7333333333333333
Some students prefer to take a gap year between high school and university to or to travel. Do the advantages of this ou,1,3.0,,222.0,0.9090909090909091
Some teachers think that international student exchange programs would be beneficial for all teenage school students. Do,1,7.0,,309.0,0.7142857142857143
"Some think most crime is the result of circumstances, eg., poverty and other social problems. Other believe that most cr",1,6.5,,369.0,0.5333333333333333
Some think that children should leave their family home as soon as possible while others believe they should stay for as,1,9.0,,389.0,1.0
Some think that people should not change their jobs while others think they should because it brings advantages for them,1,3.0,,220.0,0.46153846153846156
Some think that women should be treated as equal as men when applying to the jobs in military sector. Others think that ,1,8.0,,262.0,0.42857142857142855
Task 2: Some people think that young people should be required to do unpaid work helping people in the community. Do the,1,6.5,,298.0,0.75
"Task 2: Some people think the main benefit of international cooperation is in the protection of the environment, while o",1,5.5,,251.0,0.47058823529411764
Task 2: Young people who commit crimes should be treated in the same way as adults who commit crimes. To what extent do ,1,7.5,,277.0,0.7
Task Some people believe that what children watch on television influences their behaviour. Others say that amount of ti,1,5.5,,283.0,0.5882352941176471
Task for today. Writing task 2 (an essay) Submit before 12midnight Some people think that teenagers should be required t,1,3.5,,290.0,0.5357142857142857
"Technology is becoming progressively universal. In the fullness of time, classroom teachers will be totally substituted ",1,5.5,,370.0,0.6923076923076923
Technology will replace human teachers in the future. To what extent do you agree or disagree?,1,7.5,,281.0,0.625
Teenage pregnancy is on the rise in many countries. Why is this? What measures are there to tackle this problem?,1,3.0,,201.0,0.25
"In many countries today,parents are able to choose to send their children to single sex schools or co educational school",1,6.0,,344.0,0.4
"In many countries, children are becoming overweight and unhealthy. Some people think that this is the responsibility of ",1,8.0,,284.0,0.4
"In many countries, crime rates are increasing. What are the reasons for this trend, and how can governments address this",1,6.5,,299.0,0.4
Task 2: In some countries more and more people are becoming interested in finding out about the history of the house or ,1,6.5,,315.0,0.75
Task 2: It is more important to spend public money on promoting a healthy lifestyle in order to prevent illness than to ,1,6.5,,333.0,0.35294117647058826
Task 2: Some believe that younger family members should be legally responsible for supporting older family members when ,1,8.0,,340.0,0.7647058823529411
"Task 2: Some experts believe that when a country is already rich, any additional increase in economic wealth does not ma",1,3.5,,331.0,0.5625
Task 2: Some people believe that the government should take care of old people and provide financial support after they ,1,5.5,,345.0,0.6666666666666666
In many countries governments are investing in new technology to deal with the public. Why is this happening? Do you thi,1,4.0,,263.0,0.3333333333333333
"In many countries people have to pay for medical care, but some think that it should be a free service provided by the g",1,7.5,,260.0,0.8
In many countries the government likes to spend more money on arts some agree with this however other hand government sh,1,4.5,,251.0,0.5333333333333333
In many countries today crime novels and TV crime dramas are becoming more and more popular. Why do you think these book,1,4.0,,233.0,0.38461538461538464
"In many countries today, if people want to find work, they have to move away from their friends and their families. Do y",1,7.5,,268.0,0.5
"In many countries today, parents are able to choose to send their children to single sex or co-educational schools. Some",1,6.5,,272.0,0.5263157894736842
"In many countries today, parents are able to choose to send their children to single sex schools or co-educational schoo",1,6.0,,275.0,0.42105263157894735
"In many countries today, there is a situation where even if the number of serios crime rates have declined, people are c",1,8.0,,341.0,0.5416666666666666
"Task 2 Some people think that newspapers are the best way to get news. However, others people believe that they can get ",1,7.0,,319.0,0.5294117647058824
In cities and towns all over the world the high volume of traffic is a problem.What are the causes of this and what acti,1,6.0,,346.0,0.7272727272727273
"In cities and towns in all over the world, the high volume of traffic is a problem. What are the causes of the this and ",1,6.0,,266.0,0.5454545454545454
"In countries all over the world, the volume of road traffic is increasing at a faster rate than new roads are built. Wha",1,4.0,,277.0,0.6428571428571429
"In education and employment, some people work harder than others. Why do some people work harder? Is it always a good th",1,5.5,,245.0,0.7
"In many cities, there are areas of land that are used as parks. With increasing population levels, these areas would be ",1,8.0,,272.0,0.7333333333333333
"In many cities, there is little control on the design and construction of new houses, so people can build houses in thei",1,7.0,,312.0,0.7222222222222222
"In many countries around the world, rural people are moving to cities, so the population in the countryside is decreasin",1,4.0,,253.0,0.4666666666666667
"Improvements in health, education and trade are essential for the development of poorer nations. However, the government",1,8.0,,345.0,0.47368421052631576
"In Some Countries, More And More People Are Becoming Interested In Finding Out About The History Of The House Or Buildin",1,6.0,,320.0,0.7272727272727273
"In Some countries, more and more people becoming interested in finding out about the history of the house or building th",1,4.0,,234.0,0.5454545454545454
"In an era of globalisation, some people think that studying abroad is the best way to attain a well-paid job, while othe",1,7.5,,379.0,0.6470588235294118
In cities and town all over the world the high volume of traffic is a problem. what are the causes of this and what acti,1,4.0,,269.0,0.5454545454545454
The best way to reduce the number of traffic accidents is to raise age limit for the younger drivers and to lower age li,1,6.0,,263.0,0.6923076923076923
The best way to reduce the number of traffic accidents is to raise the age limit for younger drivers and to lower the ag,1,6.0,,293.0,0.5833333333333334
The best way to reduce traffic congestion is to provide a free public transport service. To what extent do you agree or ,1,3.0,,239.0,0.5625
Human activities have negative effect on plants and animal species. Some people think it is too late to do anything abou,1,6.0,,302.0,0.391304347826087
Human activities have negative effects on o plant and animal species. Some human activities have negative effects on Pla,1,5.5,,376.0,0.6956521739130435
Human activities have negative effects on plant and animal species. Some people think that it is too late to do anything,1,8.5,,335.0,0.5217391304347826
"Human activities such as deforestation, industrial pollution, and overpopulation continue to damage the natural environm",1,3.0,,241.0,0.5263157894736842
"IN SOME COUNTRIES, MORE AND MORE PEOPLE ARE BECOMING INTERESTEDIN FINDING OUT ABOUT THE HISTORY OF THE HOUSE OR BUILDING",1,5.5,,278.0,0.45454545454545453
"IN SOME countries, more and more are becoming interested in finding out about history of the house or builing they live ",1,6.5,,361.0,0.5454545454545454
"If a product is good or it meets people's needs, people will buy it so advertising is unnecessary and no more than enter",1,7.5,,256.0,0.5
If all workers in a company were paid exact same wage regardless of job role there would be much more harmony and cooper,1,9.0,,294.0,0.5333333333333333
The average weight of people is increasing and their levels of health and fitness is decreasing. What do you think are t,1,6.5,,253.0,0.7142857142857143
The best way to ensure the growth of children is to make parents take parenting courses. Do you agree or disagree?,1,7.0,,277.0,0.5454545454545454
The best way to make road transport safer is to make vehicle drivers take a driving test each year. To what extent do yo,1,5.0,,266.0,0.8571428571428571
The best way to plan a holiday is by not planning at all. To what extent do you agree or disagree with this statement? G,1,7.5,,276.0,0.4375
"The best way to protect the environment is to use local resource, such as food or building materials rather than transpo",1,4.0,,291.0,0.7333333333333333
Human activities have a negative effect on plants and animal species. Some people think it is too late to do anything ab,1,6.5,,322.0,0.7894736842105263
Human activities have led negative effects on plants and animals all over the world. Some people think it is too late to,1,4.5,,256.0,0.3
Human activities have negative effect on plant and animal species. Some people think it is too late to do anything about,1,6.5,,321.0,0.45454545454545453
"Teenagers are spending an increasing amount of time on the Internet, and this is having a negative effect on their socia",1,8.0,,266.0,0.5833333333333334
Testing on animals is common practice for products such as cosmetics or drugs. Some people regard testing on animals as ,1,4.0,,307.0,0.29411764705882354
"The Internet when used as a source of information, has more drawbacks than advantages. To what extent do you agree with ",1,7.0,,313.0,0.2222222222222222
The advancement of internet technology means people do not need to travel to foreign countries to understand how people ,1,7.0,,310.0,0.4
The amount of time spent on exercise and sport should be increased in schools in order to tackle the problem of overweig,1,8.0,,329.0,0.7058823529411765
The animal species are becoming extinct due to human activities on land and in sea. What are the reasons and solutions?,1,8.0,,309.0,0.6666666666666666
The availability of entertainment such as video games on handheld devices is harmful to individuals and to the society t,1,7.0,,305.0,0.6153846153846154
The average standard of people's health is likely to be lower in the future than it is now. To what extent do you agree ,1,5.5,,330.0,0.2631578947368421
The internet has made knowledge immediately available to people through computers and smartphones all around the world. ,1,4.0,,279.0,0.5882352941176471
The internet has made possible for everybody to read anything online for free. This will make it unnecessary to pay for ,1,4.0,,289.0,0.37037037037037035
The internet is an amazing invention which has changed the world. Many think for the better while others think it causes,1,6.5,,354.0,0.35714285714285715
The media should include more stories which report good news. To what extent do you agree or disagree?,1,8.0,,302.0,0.5555555555555556
The money spent by the governments on space programmes would be better spent on vital public services such as schools an,1,8.5,,365.0,0.6
"The most essential component of a person’s life is his or her time at the workplace, and life turns meaningless once no ",1,7.0,,358.0,0.38461538461538464
The most important aim of science should be to improve people’s lives. To what extent do you agree or disagree with this,1,8.5,,270.0,0.4117647058823529
The most important part of science should be to improve people's lives. To what extent do you agree or disagree with thi,1,4.0,,245.0,0.6
The globalisation has brought both advantages and disanvantages.To what destent do you agree or disagree?,1,3.0,,159.0,0.42857142857142855
"The government should give each citizen a basic income so that they have enough money to live on, even if they are unemp",1,3.0,,210.0,0.6153846153846154
The government should spend more money on medical research to protect citizens’ health rather than on protecting the env,1,7.0,,247.0,0.21428571428571427
The importance of academic subjects as compared to exrracurricular activities is increasing every day.Some people sugges,1,8.0,,272.0,0.5
The increase in people's life expectancy means that they have to work older to pay for their retirement. One alternative,1,8.0,,331.0,0.6
"The increase in the production of consumer goods (food, clothing) results in damage to the natural environment. What is ",1,6.0,,392.0,0.35714285714285715
The increase in the production of consumer goods result in damage to the natural environment. What are the causes of thi,1,4.5,,322.0,0.4166666666666667
The internet has changed the world and how people live. Give the advantages and disadvantages of the internet.,1,3.0,,258.0,0.875
The crime rate nowadays is decreasing compared to the past due to advanced technology which can prevent and solve crime.,1,7.5,,279.0,0.75
The debate exists on whether young people should have the freedom to select their own profession or if they should adopt,1,3.0,,251.0,0.6666666666666666
"The education of young people is highly prioritised in many countries. However, educating adults who cannot write or rea",1,7.0,,313.0,0.5238095238095238
"The education of young people is highly prioritized in many countries. However, teaching adults who cannot read or write",1,4.0,,268.0,0.3333333333333333
"The education of young people is highly prioritized in many countries. However,educating adults who cannot write or read",1,7.0,,312.0,0.47619047619047616
The expansion of multinational companies and increase in globalization produce positive effects to everyone. To what ext,1,7.0,,339.0,0.38461538461538464
The exploration and development of safe alternatives to fossil fuels should be the most important global priority today.,1,9.0,,268.0,0.6923076923076923
The fact that enormous sums are paid for pieces of art is not acceptable at a time when many people around the world liv,1,9.0,,275.0,0.4074074074074074
The best way to solve the traffic and transportation problem is to encourage people to live in cities rather than suburb,1,4.0,,278.0,0.9047619047619048
The best way to solve the world's environmental problems is to increase the cost of fuel for cars and other vehicles. To,1,7.5,,339.0,0.7692307692307693
The best way to solve the world’s environmental problem is to increase the cost of fuel for cars and other vehicles. To ,1,8.0,,309.0,0.5384615384615384
The best way to solve world's environmental problem is to increase the cost of fuel for cars and other vehicles. To what,1,5.0,,297.0,0.38461538461538464
The best way to solve world’s environmental problem is to increase the cost of fuel for cars and other vehicles. To what,1,6.5,,270.0,0.7692307692307693
The best way to teach children to cooperate is through team sports at school . To what extent do you agree or disagree?,1,4.0,,261.0,0.3
The best way to teach children to cooperate is through team spots at school .To what extend do you agree or disagree?,1,6.0,,285.0,0.7
The cheaper availability of international transport means that more people are able to travel abroad these days. It is c,1,9.0,,253.0,0.38235294117647056
The plans below show the site of a farm in 1950 and the same site today. Summarize the information by selecting and repo,1,3.0,,159.0,0.35714285714285715
The position of women has changed a great deal in many societies over the past 50 years. But these societies cannot clai,1,7.5,,299.0,0.47058823529411764
The provided figures illustrate the initial destinations of Anthropology students post-graduation and compare the salary,1,6.0,,266.0,0.3157894736842105
The purpose of business is to make money and they should concentrate only on this. Do you agree or disagree? Give reason,1,4.0,,258.0,0.2
The qualities and skills that people require to be successful in today’s world cannot be learned at university or at oth,1,8.5,,259.0,0.26666666666666666
The range of technology available to people is increasing the gap between the rich and the poor. Others thinks it has an,1,4.0,,320.0,0.5333333333333333
The rapid advancement of technology has significantly transformed various aspects of our lives. What are the advantages ,1,4.0,,263.0,0.25
The rise of social media has affected personal relationships and society as a whole. Do the advantages of using sociak m,1,6.5,,332.0,0.6428571428571429
Holding international games like the Olympic games is an exciting event. Some people thinks it has positive effects whil,1,6.5,,286.0,0.6111111111111112
"Holding international games such as olympics is an exciting event. Some people think that it has positive effect, while ",1,3.5,,353.0,0.3888888888888889
Housing shortages in big cities can cause serious social consequences. Some people think that only government action can,1,4.5,,256.0,0.6875
How do advertisers use psychology to sell products? Many advertisers use psychology to persuade people to buy things. Wr,1,8.0,,290.0,0.45454545454545453
Human activities have a negative effect on plant and animal species Some people say that it is too late to do anything. ,1,6.0,,311.0,0.4
"Human activities have a negative effect on plant and animal species. Some people say it is too late to do anything, some",1,5.0,,325.0,0.55
The only way to improve safety on our roads is to give much stricter punishments for driving offenses. To what extent do,1,7.5,,372.0,0.5
The only way to reduce the amount of traffic in cities today is by reducing the need for people to travel from home for ,1,8.0,,256.0,0.625
Happiness is considered very important in life. Why is it difficult to define? What factors are important in achieving h,1,9.0,,287.0,0.625
Hard work and determination are the main requirements for success in life. Others think other factors are more important,1,4.0,,264.0,0.8461538461538461
Health care should not be provided for free regardless of a person’s income. The health of a person is in their own hand,1,9.0,,327.0,0.5384615384615384
"Health experts claim that walking is knowm to be beneficial to health. However, people are walking less on a daily bassi",1,7.5,,257.0,0.7333333333333333
"High-rise vs. low-rise buildings, which solution is better for a growing population?",1,9.0,,416.0,1.0
Historical objects and artefacts should be brought back to their country of origin. To what extent do you agree or disag,1,8.0,,296.0,0.5
Historical objects should be brought back their country of origin. To what extent do you agree or disagree?,1,6.0,,284.0,0.4444444444444444
Historical objects should be bvrought back to the county of origin. To what extent do you agree or disagree.,1,6.5,,319.0,0.4444444444444444
"The number of TV programmes is growing day by day.Some people say that it is good as it gives people more choices, while",1,6.0,,241.0,0.5714285714285714
"The older generations tend to have very traditional ideas about how people should live, think and behave. However, some ",1,8.0,,304.0,0.5
Governments should focus their spending on public services rather than on the art (e.g. Music and painting). To what ext,1,8.0,,271.0,0.6363636363636364
Governments should provide care and finance for retired people while others believe that people themselves should save m,1,9.0,,327.0,0.5333333333333333
Governments should spend money to encourage the development of sport and art for school students rather than supporting ,1,7.5,,353.0,0.6875
Governments should support care vs finance for retired people. While they should save money when they get older. Discuss,1,6.5,,430.0,0.6153846153846154
Group or team activities can teach more important skills for life than those activities which are done alone. Do you agr,1,9.0,,288.0,0.47368421052631576
Growing number of overweight people is putting a strain on the health care system in an effort to deal with the health i,1,8.0,,263.0,0.28
There has been an increase in the number of parents who are choosing to educate their children at home instead of sendin,1,3.0,,236.0,0.7692307692307693
There have been major advances in technology over recent decades and this has led to significant improvements in people',1,7.5,,259.0,0.75
"There is a lot of pressure on young people today to succeed academically. As a result, some people believe that non-acad",1,9.0,,319.0,0.43333333333333335
There is a moral necessity today for the richer countries of the world to help the poorer countries develop in terms of ,1,9.0,,289.0,0.4
There is an increasing trend around the world of married couples deciding not to have children. Discuss the advantages a,1,7.5,,258.0,0.6666666666666666
There seems to be an increasing trend towards assessing students through exams rather than through continual assessment.,1,8.0,,275.0,0.6153846153846154
These days it is neither possible nor desirable for most people to stay in the same job throughout their working life. T,1,8.0,,265.0,0.6923076923076923
These days many people interested in buying organic food even though it is often more expensive than conventionally prod,1,4.0,,385.0,0.6
The world of work is rapidly changing and employees cannot depend on having the same job or the same working conditions ,1,7.0,,349.0,0.5
The younger generation is mainly responsible for the latest technological developments. How far do you agree?,1,8.5,,254.0,0.625
There are many different types of music in the world today. Why do we need music? Is the traditional music of a country ,1,8.0,,263.0,0.42857142857142855
"There are many things that can motivate people to perform well in their work. These can include the salary, job satisfac",1,9.0,,261.0,0.46153846153846156
There are many ways of preventing crimes that are much better than prison. Do you agree or disagree with this view? Give,1,8.0,,286.0,0.2222222222222222
There are more workers to work from home and more students to study from home. This is because computer technology is mo,1,9.0,,291.0,0.8461538461538461
There are more workers work from home ad more students studying from home. This is because computer technology is more a,1,8.0,,273.0,0.5384615384615384
"There days, many people like to watch live performances (such as shows or concerts) at home, either on TV or on a comput",1,8.0,,269.0,0.7368421052631579
The tradition of families getting together to eat meals is disappearing. What are the reasons? What are the impacts?,1,9.0,,301.0,0.625
The typical teaching situation of a teacher and students in the class will not exist by the year 2050 To what extent do ,1,7.5,,382.0,0.75
The typical teaching situation of a teacher and students in the class will not exist by the year 2050.,1,7.0,,380.0,0.875
The typical teaching situation of a teacher and students in the class will not exist by the year 2050. TO WHAT EXTENT DO,1,4.0,,298.0,0.7272727272727273
"The use of phones, tablets, and other devices while walking in public places has been a concern for many commentors. Wha",1,8.0,,279.0,0.35294117647058826
"The users of social media, such as Facebook, Twitter, are replacing face-to-face contact in this century. Do you think t",1,8.0,,299.0,0.5384615384615384
The world has many towns and cites constructed in previous centuries that were more suitable and livable for people in t,1,6.5,,343.0,0.375
The world has many towns and cities constructed in previous centuries that were more suitable for and livable for people,1,6.0,,305.0,0.4375
The role of education is to prepare children for the modern world. Schools should cut art and music out of the curriculu,1,4.0,,238.0,1.0
"The schools should focus on academic success and passing examinations. Skills such as cookery, dressmaking, and woodwork",1,7.0,,323.0,0.7
The shortage of housing in big cities can cause severe consequences .Only government action can solve this problem .To w,1,8.0,,257.0,0.5384615384615384
The shortage of housing in big cities can cause severe consequences. Only governments actions can solve this problem. To,1,7.0,,299.0,0.3076923076923077
The spread of multinational companies and the resulting increase of globalization produce positive effects to everyone. ,1,7.5,,272.0,0.5833333333333334
The table below illustrates how much money a single person and a couple in Australia need for a comfortable lifestyle af,1,7.0,,167.0,0.8333333333333334
The tendency of news reports in the media to focus more on problems and emergencies than on positive developments is har,1,7.0,,333.0,0.6875
The tendency of news reports in the media to focus on problems and emergencies than on positive developments is harmful ,1,5.5,,324.0,0.3125
Topic: The increase in the production of consumer goods results in damage to the natural environment. What are the cause,1,6.5,,319.0,0.6923076923076923
