prompt_short,count
"In today's world, people have become increasingly reliant on modern technology for communication and gathering informati",1
"Some people have vehicle free days where cars , motorcycles and bikes are banned. Only buses, and taxis are permitted. D",1
Some people believe that planning for the future is a waste of time because they think that focusing on the present is m,1
Some people say that it is possible for a country to be both economically successful and have a clean environment. Other,1
"In the modern world, it is no longer necessary to use animals as food or other products, such as medicines and clothing.",1
Space travel has been possible for some time and some people believe that space tourism could be developed in the future,1
Many parents think that it is a good idea to teach the children about money. Why do you think it is important to teach t,1
Some people say that the experiences a child has before starting school have the biggest influence on their future life.,1
"Some people believe that technological advancements have brought more drawbacks than benefits to society, while others a",1
Learning English at school is often seen as more important than learning local languages. If these are not taught many a,1
"In recent years, controversy over the having a high income is more significant than being satisfied with one’s job has b",1
Not enough student around the world choose to study science subjects at the university. What are the reasons for this? W,1
"Nowadays many teenagers have a celebrity who they follow as a role model. Some people think this is not a good idea, bec",1
"Nowadays, a growing number of people with health problems are trying alternative medicines and treatments instead of vis",1
"Language teachers should concentrate on giving feedback to students when they do good work, rather than on criticising b",1
Some people think more public money should be spent on roads and motorways than the public transport system. To what ext,1
The best way to make road transport safer is to make vehicle drivers take a driving test each year. To what extent do yo,1
"Many people believe that family has the strongest influence on a child’s development, while others believe that external",1
The role of education is to prepare children for the modern world. Schools should cut art and music out of the curriculu,1
Smoking can cause serious illnesses and should be made illegal. To what extent do you agree?,1
"In today’s world of advanced science and technology, we still greatly value our artists such as musicians, painters and ",1
More and more business meeting and business training have taken place on the internet. Do the advantages of this develop,1
"Establishing good relationships in the workplace is not important, as the primary goal of every person is to focus on wo",1
"We cannot help everyone in the world that needs help, so we should only be concerned with our own communities and countr",1
"Some people believe that only talented children can become successful musicians or athletes. However, others believe tha",1
The provided figures illustrate the initial destinations of Anthropology students post-graduation and compare the salary,1
People who start a university course but do not complete it should be fined. Do you agree or disagree?,1
Interview from the basic selection criteria for most large companies however some people think that an interview is not ,1
Some people believe that eventually all jobs will be done by articially intelligent robots. What is your opinion?,1
"The education of young people is highly prioritised in many countries. However, educating adults who cannot write or rea",1
People nowadays tend to have children at a older age Do the advantage outweigh the disadvantage,1
"Some people think that the government should provide assistance to all kinds of artist including painters, musicians an",1
"Some people say computers have made life more difficult and complicated, others think that it has made our lives easier.",1
Without capital punishment (the death penalty) our lives are less secure and crimes of violence increase. Capital punish,1
"As a part of their education, students should spend a period of time living in another country to learn its language and",1
"In many countries, the costs of living are rising. What are the effects of this on individuals and society? Suggest solu",1
Todayâ€™s young generation is facing many problems at school and at home. What are the problems? What can parents do to ,1
Traffic problems are increasing in most cities. What can be done about this?,1
"Some countries, online shopping is replacing shopping in stores. Do you think it is a positive or negative development? ",1
"Some people believe that technologies have greatly improved the quality of education, while others argue that it has had",1
Some people believe that exams are an inappropriate way of measuring student’s performance and should be replaced by con,1
Globalisation has both advantages and disadvantages. Discuss both and give your opinion.,1
There is a moral necessity today for the richer countries of the world to help the poorer countries develop in terms of ,1
"Some people believe that technology has greatly improved the quality of education, while others argue that it has had a ",1
Many museums and historical sites are mainly visited by tourists but not local people. Why is it the case?,1
"In today's world, an increasing number of people are deciding to pursue higher education and professional courses online",1
Nowadays animal experiments are widely used to develop new medicines and to test the safety of other products. Some peop,1
Some people believe that women should be treated as equal to men when applying for a job with the police or the military,1
"In many countries, the amount of crime is increasing. What do you think are the main reasons for this increase? What can",1
"In many countries, traditional food is being replaced by international fast food. This has negative effects on families,",1
Families who send their children to private schools should not be required to pay taxes that support the state education,1
Some people believe that technology has made us more social. Do you agree and disagree with stetement?,1
"The most essential component of a person’s life is his or her time at the workplace, and life turns meaningless once no ",1
"Social media has taken over the entire world, with even the remotest area having an access to internet and social networ",1
Research into new types of medicine and treatments are essential for improving health and deal- ing with diseases. Who d,1
Some people think that the media(such as newspaper) should be allowed to publish information about people's private live,1
"Some people believe that unpaid community service should be compulsory part of the high school curriculum ( for example,",1
"Some believed that in many countries, the investment of public money in atrs can be justified. Others think that the gov",1
"Some people believe (1) that studying at university or college is the best route to a successful career, while others be",1
Young people are often influenced in their behaviors and situations by other of the same age. This is called peer pressu,1
Some people say that the increasing business and cultural contact between countries is a positive development. While oth,1
People nowadays tend to have children at older age .Do the advantages outweighed the disadvantage.,1
"In some countries, more and more people are becoming interested in finiding out about the history of the house or buildi",1
"Some parents encourage young people to leave home while others think they should stay with the family, discuss and give ",1
In some countries the average weight of people is increasing and their levels of health and fitness are decreasing. What,1
the use of cars. Do you think the disadvantages of this change outweigh its advantages?,1
"In many nations, people in huge cities either live alone or in small family units, instead of in large, extended family ",1
Some say that today's life is‏ better than it will be in the future; othehrs disagree and say that in the future life wi,1
"When designing a building, the most important fac tor is the intended use of the building rather than its outward appear",1
"Some people think that professional sports players earn too much salary, especially when they do not seem to help people",1
"Cycling is a healthier and more environmentally friendly form of transport. Nevertheless, cycling is getting less popula",1
"Some people argue that individuals should be held responsible for their poor health, while others believe that the gover",1
Driving a car is a valuable skill and should therefore be taught in schools. Do you agree or disagree?,1
It has been said that people who read for pleasure have more developed imaginations and better language skills than peop,1
it is important for children to learn the difference between right and wrong at an early age. punishment is necessary to,1
Many men and women are making the decision to have children later in life. Why is this trend occurring? What are the imp,1
New technologies have changed the way children spend their free time. Do advantages of this outweigh disadvantages? Give,1
"People have different expectations for jobs, Some people prefer to do the same job for the company whereas others prefer",1
People think that children nowadays have more freedom. To what extent do you agree or disagree?,1
FOR SCHOOL CHILDREN THEIR TEACHERS HAVE MOE INFLUENCE ON THEIR INTELLIGENCE AND SOCIAL DEVELOPMENT THAN THEIR PARENTS. T,1
Newspaper have an enormous influence on peoples opinion and ideas. Do you think it is a positive or a negative situation,1
Some school levers travel or work for a period of time instead of going to university. What are it’s advantages and disa,1
Nowadays celebrities are more famous for their glamour and wealth rather than for their achievements and this sets a bad,1
SOME PEOPLE BELIEVE THAT EVENTUALLY ALL JOBS WILL BE DONE BY ARTIFICIALLY INTELLIGENT(A.I) ROBOTS.,1
Some people think that art is an essential subject for children at school while others think it is a waste of time,1
Fast food is now universally available in most countries and is becoming increasingly popular. Some feel that this is a ,1
Some people think that the teenage years are the happiest time of most people’s lives. Others think that adult life brin,1
"In many countries, schoolchildren are required to wear school uniforms. Do you think this should this be enforced in all",1
governments and large companies can make a difference. To what extent do you agree or dis agree?,1
Today many children are overweight. This is a serious health problem. Give the reasons for this and give the solutions t,1
Music is played in every society and culture in the world today. Some people believe that music brings only benefits to ,1
Young people who commit crimes should be treated in the same way as adults by authorities. To what extent do you agree o,1
Some universities offer online courses as an alternaive to classes delivered on campus. Do you think this is a positive ,1
In the past people store knowledge in the books. Nowdays store knowledge on the Internet. Do you think the advantages ou,1
Some people think that art is essential subject for children at school while others think it is waste of time.,1
Some people find advertisements amusing or annoying and they are not influenced by this when they shop. to what extend d,1
people now have freedom to work and live anywhere in the world due to the development of communication technology and tr,1
"some parts of the world, it is becoming in physically popular to try to find out the history of your own family.Why do y",1
"Excessive use of private cars is considered the main reason for the traffic jam in many cities, which is why the use of ",1
Many people are travelling to other countries. Why? Is it a positive or negative development?,1
Due to many human activities animal's and plants' life is in danger. Some think that this cannot be changed. Some think ,1
"Many people argue that museums and art galleries should present the nationâ€™s art, as opposed to artworks from other co",1
These days many people prefer working at home instead of going to their working place. What are the advantages and disad,1
"We have become a disposable society, preferring to buy new products rather than repair existing items. Why do you think ",1
"In some areas of the U.S., a curfew is imposed, in which teenagers are not allowed to be outdoors after a particular tim",1
Some children spend hours every day on their smartphones. Why is this the case? Do you think this a positive or a negati,1
"Topic: When asked to choose between a life without work and working most of the time, people would always choose not to ",1
"Compared to the past, more people are now studying abroad because it is more convenient and cheaper than before. Do you ",1
​Some people think that all university students should study whatever they like. Others believe that they should only be,1
"Some people believe that the government should not fund art projects or promote the arts, as it is a waste of money that",1
"These days, many young people are not spending their weekends and holidays doing outdoor activities such as hiking or mo",1
compare the pie chart between germany brazil down below.,1
"Surveillance cameras in banks, officers, shops and streets have been very successful in reducing crime the workplace and",1
"in many countries, younger people are forgetting their old and traditional languages. is this accepted? discuss both sid",1
Online shopping is increasing dramatically. How could this trend affect our environment and the kinks of jobs required?,1
Young people in the modern world seem to have more power and influence than any previous young generation. Why is this t,1
Many people say that the only way to guarantee a good job is to complete a course of university education. Others claim ,1
Some people think that newly built houses should follow the style of old houses in local areas. Others think that people,1
"Some people believe that having sport in schools is a waste of time and resources, whilst other people believe that spor",1
Some people believe that online learning is more effective than traditional classroom learning. Discuss both views and g,1
Art is consider an crusial part of society however people turn more to businness technology sience. Why is that ? What c,1
The tradition of families getting together to eat meals is disappearing. What are the reasons? What are the impacts?,1
Many people nowadays spend a large part of their free time using a smartphone. What do you think are the reasons for thi,1
Today children are spending much more time watching TV compared to the past. Why do you think this happens? Is this a po,1
Some people say that the only reason for learning a foreign language is in order to travel to or work in a foreign compa,1
Some teachers think that international student exchange programs would be beneficial for all teenage school students. Do,1
"Nowadays a lot of teenagers are inspired by famous people, even though they set a bad example to young generation with b",1
"Nowadays that many women have full time jobs, it is logical to share the housework evenly between men and women (agree/d",1
few controls over the design and construction of housing and office buildings. People think that they should be free to ,1
"some people think that it is fine for professional sportmen and sportwomen to misbehave on or off the field, as long as ",1
"In the modern world, it is possible to shop, work and communicate with people via the Internet and live without any face",1
Nowadays the number of students who migrate abroad for higher education has been significantly increased. Mention advant,1
governments rather than private com panies. Do you agree or disagree?,1
Some people think that interviews are a good way to select a person for a job. what are the advantage and disadvantage o,1
Spoken communication is more powerful than written communication. To what extent do you agree or disagree?,1
The rapid advancement of technology has significantly transformed various aspects of our lives. What are the advantages ,1
Billions of dollars are being wasted each year in space research . The money could be better used to improve conditions ,1
It is believed that people who read for pleasure develop their imagination more and acquire better language skills compa,1
Some people say that schools are no longer necessary because children can get so much information available through the ,1
Plastic containers have become more prevalent than ever. They are used in many businesses such as in the food and bevera,1
Some people think the qualities a person needs to become successful in today’s world cannot be learned at a university o,1
Some people think that goverment should not spend monet on art. Do you agree or disagree?,1
"In some countries, the difference in age between parents and children is generally greater than it was in the past. Do y",1
Some think that children should leave their family home as soon as possible while others believe they should stay for as,1
Learning about the past has no value for those of us living in the present. Do you agree or disagree? Use specific reaso,1
Many people believe that some zoos have no purpose in todays world and should be closed. What problems do zoos bring? Wh,1
"Writing, reading and maths are the three major subjects. Some people think that computer skill should be added as a four",1
Some people say that now is the best time in history to be living. What is your opinion about this? What other time in h,1
"Human activities such as deforestation, industrial pollution, and overpopulation continue to damage the natural environm",1
some believe that government should provide free health care.However some think that government may not able to provide ,1
"Some people think governments should spend money on faster means of public transport. However, others think money should",1
"In many countries, people are working longer hours than before. Why is this happening? What problems can this cause for ",1
"It is a natural process for animal species to become extinct (e.g. Dinosaur, dodos...) There is no reason why people sho",1
Some people think parents should read pr tell stories to children. Others think parents needn't do that as children can ,1
Some people think that art is an essential subject for children at school while other think that it is a waste of time.d,1
"""The shortage of housing in big cities can cause severe consequences. Only government action can solve this problem. To ",1
"In some cities and towns all over the world, the high volume of traffic is a problem. What are the causes of this, and w",1
Some people believe that the range of technology available to individuals today is increasing the gap between the poor p,1
Some people think that computer games should be banned because they have a number of disadvantages. Others thinks they h,1
"In the future, it is expected that there will be a higher proportion of older people in some countries. Is this positive",1
The best way to reduce traffic congestion is to provide a free public transport service. To what extent do you agree or ,1
"Although it is widely recognized that cars damage the environment, their manufacture and use continue to increase. Why i",1
"Today, TV channels show more men’s sports than women’s sports. Why is this the case? Should TV channels give equal time ",1
"Some people argue that technological advancements have led to the loss of traditional values and cultural practices, whi",1
"Some people say that it is necessary to use animals for testing medicines intended for human use. Others, however, think",1
The tendency of news reports in the media to focus on problems and emergencies than on positive developments is harmful ,1
Many women are choosing to have children later in life. Why is this? Do the advantages outweigh the disadvantages?,1
Modern lifestyles are completely different from the way people lived in the past.Some people think changes have been pos,1
Some cities create housing for their growing population by providing taller buildings. Other cities create housing by bu,1
"Companies and individuals should pay to clean up the pollution they produce, not the government. To what extent do you a",1
The internet has made possible for everybody to read anything online for free. This will make it unnecessary to pay for ,1
Many aspects of the way people dress today are influenced by global fashion trends. How has global fashion become such a,1
Nowadays a large amount of advertising aimed at children should be banned be cause of the negative effects. To what exte,1
Some people think that children should begin their formal education at a very early age. Some think they should begin at,1
Some people think that people who choose a job early and keep doing it are more likely to get a satisfying career life t,1
"In many families nowadays, both parents work and pay people to look after their children. Some people believe this is no",1
some people believe that it is the government's resposibility to provide care and finance to support people after they r,1
obesity is becoming major problem in many countries. what are the causes of it and what measures can be taken to solve t,1
Some children spend hours everyday on their smartphones. Why is this the case ? Do you think this is a positive or negat,1
Give reasons for your answer and include any relevant examples from your own knowledge or experience. Access to clean wa,1
Society is based on rules and laws. It could not function if individuals were free to do whatever they wanted to do. To ,1
Happiness is considered very important in life. Why is it difficult to define? What factors are important in achieving h,1
Medical procedures for cosmetic purposes should not be allowed. Do you agree or disagree?,1
student complete high school without learning the way how to manage their money. what are reason and solutions for this ,1
"Many people believe that technology has made our lives easier, while others think it has created more problems. Discuss ",1
It is important for towns and cities to have public places such as parks and squares. To what extent do you agree or dis,1
Some people that competative sports shuld be included as a subject in school. while others believe that it has negative ,1
"interviews from basic selection criteria for most large companies. however, some people think that an interview is not a",1
The shortage of housing in big cities can cause severe consequences .Only government action can solve this problem .To w,1
Parents should encourage children spend less time in studying and more in doing physical activities. To what extent do y,1
"discuss both views: some people believe family influence the children’ development; however, some argue that other influ",1
Restoration of old buildings involves enormous expenditure. Some people believe that this money should be used to build ,1
Some people think that zoos are all cruel and should be shut down. Others however believe that zoos can be useful in pro,1
"Research shows that business meetings, discussions and training are happening online nowadays. Do the advantages outweig",1
In some countries around the world men and women are having children late in life. What are the reasons for this develop,1
Organized tour to remote areas and community is increasingly popular. Is it a positive or negative development for the l,1
Some people do not go directly to college but travel or work for a short time. Do you think the advantages outweigh the ,1
"Employers sometimes ask people applying for jobs for personal information, such as their hobbies and interests, and whet",1
Some people think books are losing importance as a source of information and entertainment. To what extent do you agree ,1
It is difficult for people in the cities to get enough physical exercise. What are the causes and solutions?,1
Some people think the government should subsidise fruit and vegetables to make healthy food more affordable. Others argu,1
"In many workplaces, online communication is becoming more common than face to face interaction. Do the advantages of thi",1
Some people think that the government should provide free education at every level. Others believe that it is the respon,1
Problems with environmental pollution have become so serious that many countries are trying to solve these problems. giv,1
"Children these days are suffering from obesity, why and how can it be solved?",1
Some believe that children should start school after the age of 7 while others think that school should begin from a ver,1
"Some people say that excessive noise should be a criminal offence, while others say they should be free to make noise wi",1
"In many countries, children are becoming overweight and unhealthy. Some people think that this is the responsibility of ",1
"Some people believe that celebrities have a positive effect on society, while others think that their effect os harmful ",1
Some students prefer to take a gap year between high school and university to or to travel. Do the advantages of this ou,1
"We are becoming increasingly dependent on computers. They are used in business, crime detection and even to fly planes. ",1
Professional sportsmen and sportswomen and professional entertainers can often command enormous salaries today and this ,1
Cyclists and car drivers sharing the same road might cause some problems. What are the problems? What could be done to s,1
"In some countries, young people have become richer, healthier, and live longer, but they are less happy. What are the ca",1
Companies pay salespeople according to how much they sell to customers. Do the advantages outweigh the disadvantages bot,1
"Many offenders commit more crimes after serving the first punishment.Why is this happening, and what measures can be tak",1
university education should focus mainly on practical skills rather than theoretical knowledge. Do you agree or disagree,1
Some countries achieve international sporting success by building specialised facilities to train top athletes instead o,1
"Many doctors recommend that old people exercise regularly, but patients do not follow an exercise routine. why do you th",1
Many customs and traditional ways of behavior are no longer relevant to modern life and not worth keeping. To what exten,1
"Some people claim that many things that children were taught at school are a waste of time, while others argue that ever",1
Present a written argument or case to an educated reader with no specialist knowledge of the following topic: Some peopl,1
You should spend about 40 minutes on this task. Write about the following topic. Some employers believe that job applica,1
"Some people say that to prevent illness and disease, governments sshould focus more on reducing environmental pollution ",1
Many museums and historical sites are mainly visited by tourists but not local people. Why is it the case? What can be d,1
Some children spend hours every day on their smartphones. Why is this the case? Is this a positive or negative devlopmen,1
"People should follow the local customs and traditions, when they come to live in a new country. To what extent do you ag",1
"Missions to explore space are hugely expensive, and there are problems on Earth which demand attention. The number of th",1
"Both men and women these days work full-time, so it is logical for them to share household chores equally. To what exten",1
"In today's world, many people spend increasingly less time in their homes. what are the reasons for this? What are the e",1
Online education is better than traditional classroom learning.,1
"In recent years, there has been a rise in the popularity of second-hand clothing amongst younger generations. Why is thi",1
Some people think that children should aim to be the best at what they are doing while others believe it is not necessar,1
Scientists have been warning for many years about protecting the environment and that we should limit the use of energy ,1
The animal species are becoming extinct due to human activities on land and in sea. What are the reasons and solutions?,1
It is the responsibility of individuals to save and provide for their own retirement. Governments have no obligation to ,1
The debate exists on whether young people should have the freedom to select their own profession or if they should adopt,1
Some people feel that learning a foreign language is an essential component of a childâ€™s education. Others feel that l,1
"Some people think that living in a city is more beneficial, while others believe that life in the countryside is healthi",1
"In many parts of the world, traditional methods of production are being replaced by robotic systems and computerized pro",1
"Recent years, the number of crimes committed by young people in major cities throughout the world is increasing. Give re",1
To what extent is advertising beneficial or harmful to society?,1
The advancement of internet technology means people do not need to travel to foreign countries to understand how people ,1
One of the consequences of improved medical care is that people live longer and life expectancy increases. Do you think ,1
Some people say that arts subjects are as essential as academic ones and should be part of school syllabus (agree/disagr,1
Some people believe that future jobs will depend more on creativity than on hard skills. Do you agree or disagree?,1
"the most common solution to crimes. How­ ever, some people believe that better education will be a more effective soluti",1
People should only buy food sourced locally. What are the advantages and disadvantages of this?,1
Some people think that social skills are as important as academic qualifications. To what extent do you agree or disagre,1
"Nowadays, many people in cities live in large apartment blocks. Does this kind of accommodation have more advantages or ",1
Some people claim that public transport should be free of charge and others disagree. Discuss both views and give your o,1
"Young people today spend too much money and time following fashion trends (clothing, tech). What are the reasons? Is it ",1
Some people think the money spent on developing technology for space exploration is not justified. there are more benefi,1
some people believe that robots are very important for human future development. Others argue that the invention of robo,1
some people think that children should not watch television because it has negative effects while others believe that tv,1
"Some people say that to prevent illness and disease, government should focus more on reducing environmental pollution an",1
Large shopping malls are replacing small shops. Do you think it is a positive or negative development?,1
Some believe that children who fail in school will have limited futures. Do you agree or disagree?,1
Climate change is the biggest global challenge today. What solutions can governments and individuals take?,1
"In the past people wore their traditional clothes, but these days most people wear similar clothes, is this a positive o",1
"Should marketing in companies which produce consumer goods, like food and clothing, place emphasis on the reputation of ",1
"rge businesses have big budgets for marketing and promotion and as a result, people gravitate towards buying their produ",1
Many people believe that international tourism is a bad thing for their country. What are the reasons? Sollutions to cha,1
Scientific research should be carried out and controlled by private companies rather than governments. Do the advantages,1
"Nowadays, sports is a big business with high earnings for professional sports people and companies involved both financi",1
levels of youth crime are increasing rapidly in most cities around the world. what are the reasons for this and suggest ,1
there has been an icrease in the number of parents who are choosing to educate their children at home instead of sending,1
Some people think that current environment issues are global problems and should therefore be dealt with by the governme,1
"In most successful companies, some people think that communication between employers and workers is the most important f",1
"In some countries, some criminal trials are shown on the television and the general public can watch them, do you think ",1
"Some people say that outdoor activities bring benefits to children's development rather than computer games, To what ext",1
"In education and employment, some people work harder than others. Why do some people work harder? Is it always a good th",1
Some people believe that the design of buildings and public spaces should prioritize functionality over appearance. Othe,1
"In some countries, children are becoming overweight and unhealthy. Some people think that it is the responsibility of go",1
Some people argue job satisfaction is more important than job security. Others believe a permanent job is more important,1
"In many countries, the age at which people can legally retire and receive a pension has risen. Some argue that this is a",1
"in some countries, the cost livig rapidly increasing. what do you think may be the reasons for this? what effects might ",1
Some people think that governments should give financial support to creative artists such as painters and musicians. Oth,1
"Nowadays, people have little awareness of the importance of the natural world. What are the reasons and how can people l",1
"Some people think that it is better to educate boys and girls in separate schools. Others, however, believe that boys an",1
"Some people believe that excessive use of modern technologies, such as computers and smartphones, is negatively affectin",1
"A few languages are increasingly spoken in different countries, while the use of others is rapidly declining. Is it a po",1
"High-rise vs. low-rise buildings, which solution is better for a growing population?",1
"Universities should accept students based on their academic ability only, not on their extracurricular achievements. Do ",1
"Watching a live performance such as a play, concert, or sporting event is more enjoyable than watching the same event on",1
"In many countries, family members work together in their family business. Do you think family businesses have more advan",1
Nowadays many young people are drawn towards dangerous sports. What makes them so attractive? What measures should be ta,1
"It is sometimes said that people should be encouraged to get married before they are 30, as this is best both for the in",1
Some people say cultural traditions are destroyed when they are used as money- making attractions aimed at tourists. Oth,1
The government should spend more money on medical research to protect citizens’ health rather than on protecting the env,1
"In many countries, people are choosing to live healthier lifestyles by engaging in sports and physical activities. Howev",1
"Due to the development and rapid expansion of supermarkets, many small local businesses are unable to compete. Some peop",1
Some people say that tourism promotes the economy while others argue that this desroys the environment.,1
More and more people today are drinking sugar-based drinks. Why is this happening? What measures can be taken to reverse,1
"Prevetion is better than cure"" Researching and treating diseases is too costly so it would be better to invest in preven",1
The fact that enormous sums are paid for pieces of art is not acceptable at a time when many people around the world liv,1
"Buying things on the Internet, such as books, air tickets and groceries, is becoming more and more popular. Do the advan",1
Some people think that sending criminals to prison is not effective. Education and job training should be used instead. ,1
"Some people think that killing animals for food is cruel, but others claim that animals are a necessary part of diet. Wh",1
"There are many things that can motivate people to perform well in their work. These can include the salary, job satisfac",1
"Some people believe that allowing students to use smartphones in schools negatively impacts their education, while other",1
"Some people think that competition at work, at school and in daily life is agood thing. Others believe that we should tr",1
It is suggested that primary school children should learn how to grow vegetables and keep animals. Do the advantages out,1
An increasing number of children are overweight which could result in term of their health and healthcare. What do you t,1
"Some people believe that modern technological advancements have made our lives easier, while others argue that it has le",1
"In recent year, online education is becoming more and more popular. What are the advantages and disadvantages of this ph",1
Some people think that the best way to learn about business is to study a course at college or university. Others believ,1
"In many cities, there are areas of land that are used as parks. With increasing population levels, these areas would be ",1
"Some people believe that travelling is a waste of time and money, while others argue that it is an important way to gain",1
Many people around the world use social media everyday to keep in touh with other people and get news events.Do you thin,1
"In some countries, people are forced to retire when they reach a certain age. What are the advantages and disadvantages ",1
"A country should spend money on skills training or vocational training for practical work, rather than on university edu",1
Nowadays young people spend too much of their free time in shopping malls. Some people fear that this may have negative ,1
Cyclists and car drivers sharing the same roads causes some problems. What are the problems and what can be done to redu,1
Some people think that the best way to reduce unemployment is to encourage skilled labor and training programs. Others b,1
"Some people say that museums should educate children, others think museums should entertain children instead. Discuss bo",1
People should follow the custom and tradition when people start to live in a new country. To what extent do you agree or,1
"Many young people spend too much time on social media. What problem does this cause, and what solutions can you suggest?",1
"More and more people want to buy clothes, cars and other products from well-known brands. What are the reasons? Do you t",1
The most important part of science should be to improve people's lives. To what extent do you agree or disagree with thi,1
"Nowadays many schools find it profitable to sell unhealthy food to student, do you agree or disagree?",1
"In today’s world of advanced science and technology, we still greatly value our artists such as musicians, painters, and",1
Some people believe that hobbies need to be difficult to be enjoyable. To what extent do you agree or disagree?,1
Some people consider price as the most important thing to think about when buying product (such as cell phone) or servic,1
"Nowadays , more people are choosing to socialize online rather than face to face. Is this a positive or a negative devel",1
"What are the difficulties of learning a foreign language, and how to overcome them?",1
"In many countries, people like to eat a wider range of food that cannot be grown in their local place. Therefore, much o",1
"Nowadays , women as well as men work full time. Therefore, women and men should share house- hold tasks equally. (eg cle",1
"In today’s world, private companies rather than the government pay for and conduct most scientific research. Do you thin",1
"In many countries, primary and secondary schools close for two months or more in the summer holidays. What is the value ",1
"Some people believe that starting school at an earlier age is very beneficial for children,while others believe that chi",1
Solving environment problems should be the responsibility of an international organization rather than each national gov,1
"recent years, many people have adopted a minimalist lifestyle, choosing to own only essential possessions. What are the ",1
"Levels of youth crime are increasing rapidly in most cities around the world. What are the reasons for this, and suggest",1
"Where possible, employers should allow their employees to do some of their work from home. Do you agree or disagree with",1
Some people say that modern technology has made shopping today easier while others disagree. Discuss both views and give,1
Many people believe that reducing speed limits is the best option for road safety improvement (agree/disagree),1
The only way to reduce the amount of traffic in cities today is by reducing the need for people to travel from home for ,1
Demand for food is increasing globally.what are the problems faced by farmers.Give proper measures and causes,1
Cars damage the environment and their use is increasing. Why? How can this be controlled?,1
Due to television and the internet it is easier today for a large number of people to become famous. Is this a positive ,1
Many people prefer to watch foreign films rather than locally produced films. Why could this be? Should governments give,1
The average weight of people is increasing and their levels of health and fitness is decreasing. What do you think are t,1
There are many different types of music in the world today. Why do we need music? Is the traditional music of a country ,1
"Some people think that working from home is more beneficial for employees, while others believe that it reduces producti",1
"Some people think that schools should choose students according to their academic abilities, while others think it is be",1
"Some people argue that individuals should take responsibility for their own health and wellbeing, while others believe i",1
"Nowadays, More And More People Decide To Have Children Later In Their Life. What Are The Reasons? Do Advantages Of This ",1
some people believe that teenagers should be required to do unpaid communuty work in their free time. This can benefit t,1
"In some countries, ordinary citizens are allowed to keep a gun in their homes. Some people think this is a good idea, wh",1
Ex1: People think that government should increase the cost of fuel for cars and other vehicles to solve environmental pr,1
"It is commonly believed that main factors that affect a child’s development are media, pop culture and friends. Others a",1
"As the number of cars increases, more money has to be spent on road systems. Some people think the government should pay",1
Many cities have areas where the only cars are taxis and buses.Is this a positive or a negative development? What are th,1
Do you agree or disagree with the following statement? Students do not respect their teachers as much as they did in the,1
"Some think that young people should be free to choose any career they like, while others say that they should think more",1
"Some people think that it is fine for professional athletes to misbehave on or off the field, as long as they are playin",1
"many countries. However, some people think that the government should spend more money on education in adult populations",1
The purpose of business is to make money and they should concentrate only on this. Do you agree or disagree? Give reason,1
"many places, people’s lifestyles are changing rapid ly, and this affects family relationships. Do you think the advantag",1
"In today's very competitive world, a worker has to possess multiple skills to succeed. Among the skills that a worker sh",1
"Even though globalization affects the world's economies in a positive way, its negative side should not be forgotten. Di",1
"Many people today, especially in the developed world, are choosing to have fewer children, or none at all.Why is this ha",1
"Present a written argument or case to an educated non-specialist audience on the following topic:In the past, sporting c",1
Some people believe that schools should focus mainly on academic subjects such as mathematics and science. Others believ,1
"In some countries, people who are unemployed receive a sum of money each week in the form of a benefit. While some suppo",1
"Som people believe that it is best to accept a bad situation, such as an unsatisfactory job or shortage of money. Other ",1
"In the modern world, it is possible to shop, work and communicate with people via internet and live without any face-to-",1
"Some people think that hosting an international sporting event is beneficial for a country, while others disagree. Do th",1
In the past most people lived in small villages where everyone knew everyone else. Nowadays most people live in large ci,1
Many employers find that their new employees lack sufficient interpersonal skills such as lack of ability to work with c,1
